OrderID,OrderDate,Customer,Region,Category,Product,SalesChannel,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
1067,2025-07-23,Bay Insurance,Central,Technology,Monitor,Online,23,117.87,0.15,2304.36,1694.33,610.03
1068,2026-02-05,PineTech,North,Office Supplies,Binders,Corporate,12,8.98,0.05,102.37,56.6,45.77
1069,2026-02-26,PineTech,North,Cleaning,Sanitizer,Retail,21,23.83,0.1,450.39,320.98,129.41
1070,2025-04-01,Maple Logistics,North,Safety,Safety Glasses,Retail,14,35.78,0.15,425.78,260.46,165.32
1071,2026-03-02,Oceanview Hotel,North,Office Supplies,Binders,Online,25,12.3,0.15,261.38,183.93,77.45
1072,2025-01-15,Bay Insurance,Central,Cleaning,Disinfectant,Retail,7,17.07,0.05,113.52,71.32,42.2
1073,2025-12-26,Maple Logistics,Central,Furniture,Office Chair,Online,8,216.73,0.1,1560.46,1057.51,502.95
1074,2025-12-20,Northstar Labs,North,Cleaning,Trash Bags,Online,3,16.31,0.1,44.04,31.23,12.81
1075,2025-12-06,Citadel Services,North,Safety,Safety Glasses,Corporate,17,26.34,0.15,380.61,238.29,142.32
1076,2025-05-19,Harbour Foods,Central,Furniture,Filing Cabinet,Online,24,150.27,0,3606.48,2599.78,1006.7
1077,2025-04-09,Bluenose Retail,West,Technology,Laptop Stand,Corporate,19,131.44,0.15,2122.76,1458.89,663.87
1078,2026-03-03,Acadia Health,Central,Technology,Router,Retail,6,86.6,0.15,441.66,255.77,185.89
1079,2025-01-28,Citadel Services,Central,Safety,Safety Glasses,Corporate,25,29.22,0,730.5,498.23,232.27
1080,2025-09-03,Bluenose Retail,Central,Cleaning,Disinfectant,Online,9,24.46,0.1,198.13,114.17,83.96
1081,2025-07-25,Maple Logistics,Atlantic,Cleaning,Sanitizer,Online,5,22.82,0.05,108.39,61.74,46.65
1082,2025-03-02,Bay Insurance,Central,Safety,First Aid Kit,Corporate,13,28.43,0.1,332.63,205.7,126.93
1083,2025-08-08,Harbour Foods,Atlantic,Furniture,Office Chair,Online,21,152.59,0,3204.39,1878.17,1326.22
1084,2025-10-10,Maple Logistics,Atlantic,Office Supplies,Pens,Retail,15,14.19,0.1,191.56,118.19,73.37
1085,2025-05-28,Maple Logistics,Atlantic,Furniture,Meeting Table,Corporate,8,242.41,0.15,1648.39,1157.29,491.1
1086,2025-08-06,Bay Insurance,Central,Office Supplies,Pens,Retail,5,9.0,0,45.0,32.95,12.05
1087,2026-01-19,Maritime College,North,Safety,Safety Glasses,Online,15,33.1,0.1,446.85,342.65,104.2
1088,2025-10-04,Acadia Health,Atlantic,Cleaning,Trash Bags,Corporate,2,23.81,0.05,45.24,31.16,14.08
1089,2025-02-16,Citadel Services,West,Technology,Monitor,Corporate,2,117.25,0,234.5,154.35,80.15
1090,2025-05-23,Bluenose Retail,North,Technology,Laptop Stand,Online,16,89.64,0.05,1362.53,850.01,512.52
1091,2026-03-16,Maritime College,North,Technology,Router,Corporate,16,85.67,0.1,1233.65,909.35,324.3
1092,2025-01-19,Acadia Health,West,Cleaning,Sanitizer,Retail,11,14.06,0.1,139.19,104.24,34.95
1093,2025-12-03,Citadel Services,North,Safety,First Aid Kit,Online,7,29.76,0.15,177.07,128.2,48.87
1094,2026-01-25,Citadel Services,West,Office Supplies,Pens,Corporate,5,16.19,0.1,72.86,54.83,18.03
1095,2025-03-04,Bluenose Retail,Central,Office Supplies,Pens,Retail,18,8.51,0.1,137.86,78.78,59.08
1096,2025-08-25,Citadel Services,North,Office Supplies,Pens,Corporate,10,12.67,0.05,120.36,77.7,42.66
1097,2025-08-30,Harbour Foods,Central,Technology,Laptop Stand,Retail,7,127.8,0.15,760.41,548.75,211.66
1098,2026-03-19,Northstar Labs,North,Office Supplies,Binders,Retail,17,10.64,0,180.88,111.25,69.63
1099,2026-03-05,Maritime College,Central,Safety,First Aid Kit,Retail,18,29.09,0.05,497.44,336.74,160.7
1100,2025-07-13,PineTech,Central,Cleaning,Disinfectant,Corporate,8,19.8,0,158.4,118.31,40.09
1101,2025-01-23,Acadia Health,North,Furniture,Meeting Table,Retail,22,225.84,0,4968.48,3298.7,1669.78
1102,2025-03-06,Harbour Foods,Atlantic,Safety,Safety Glasses,Retail,4,29.91,0.1,107.68,59.6,48.08
1103,2025-07-29,Oceanview Hotel,North,Technology,Monitor,Retail,11,107.95,0.1,1068.71,747.52,321.19
1104,2026-03-13,Acadia Health,West,Safety,First Aid Kit,Corporate,23,36.99,0.1,765.69,574.76,190.93
1105,2025-11-13,Bluenose Retail,West,Office Supplies,Pens,Online,24,9.16,0,219.84,159.36,60.48
1106,2025-08-16,PineTech,Atlantic,Technology,Router,Online,11,119.44,0.05,1248.15,789.39,458.76
1107,2025-03-16,Maple Logistics,Central,Technology,Laptop Stand,Online,6,71.75,0.1,387.45,268.32,119.13
1108,2025-09-12,Citadel Services,Central,Safety,Masks,Retail,21,24.58,0.05,490.37,344.91,145.46
1109,2025-05-28,PineTech,Atlantic,Safety,Masks,Retail,12,38.96,0.05,444.14,309.55,134.59
1110,2025-12-20,Bay Insurance,West,Furniture,Meeting Table,Online,13,233.52,0,3035.76,1835.29,1200.47
1111,2025-07-03,Acadia Health,West,Safety,Safety Glasses,Online,22,27.36,0,601.92,409.4,192.52
1112,2025-11-07,Harbour Foods,Central,Cleaning,Disinfectant,Corporate,12,15.36,0,184.32,127.7,56.62
1113,2025-11-18,Northstar Labs,West,Office Supplies,Printer Paper,Retail,2,13.27,0,26.54,15.15,11.39
1114,2025-06-17,Northstar Labs,Central,Cleaning,Paper Towels,Online,18,23.64,0.05,404.24,271.69,132.55
1115,2026-03-02,Bluenose Retail,North,Technology,Router,Retail,24,124.38,0,2985.12,1963.36,1021.76
1116,2025-03-14,Oceanview Hotel,West,Technology,Laptop Stand,Online,13,67.43,0.15,745.1,430.98,314.12
1117,2025-12-11,Maritime College,West,Furniture,Meeting Table,Online,22,155.46,0,3420.12,2368.42,1051.7
1118,2025-06-17,Bluenose Retail,Atlantic,Safety,Masks,Corporate,15,37.42,0.05,533.24,372.91,160.33
1119,2025-03-13,Citadel Services,West,Office Supplies,Printer Paper,Retail,4,9.22,0.15,31.35,18.22,13.13
1120,2025-07-09,Northstar Labs,Central,Safety,First Aid Kit,Retail,21,21.54,0.1,407.11,281.56,125.55
1121,2025-01-17,Oceanview Hotel,North,Furniture,Desk,Retail,8,233.79,0,1870.32,1450.65,419.67
1122,2025-10-06,Maple Logistics,North,Furniture,Office Chair,Retail,7,247.99,0.1,1562.34,892.23,670.11
1123,2025-11-25,Maritime College,Atlantic,Safety,Gloves,Retail,8,38.98,0.15,265.06,158.29,106.77
1124,2025-04-17,Harbour Foods,Central,Safety,Masks,Retail,25,22.49,0.15,477.91,263.16,214.75
1125,2025-03-08,Maple Logistics,Central,Safety,Safety Glasses,Online,22,36.58,0,804.76,445.37,359.39
1126,2025-10-29,Bluenose Retail,Central,Furniture,Office Chair,Retail,2,141.97,0.1,255.55,171.47,84.08
1127,2025-09-01,Maritime College,Atlantic,Cleaning,Disinfectant,Retail,17,15.39,0.15,222.39,124.53,97.86
1128,2025-06-04,Citadel Services,Atlantic,Cleaning,Sanitizer,Retail,13,17.97,0,233.61,154.83,78.78
1129,2025-02-07,Oceanview Hotel,Central,Office Supplies,Binders,Online,5,10.71,0.15,45.52,30.78,14.74
1130,2025-07-15,Maritime College,North,Safety,Safety Glasses,Corporate,20,28.03,0,560.6,418.29,142.31
1131,2026-01-05,Bluenose Retail,North,Technology,Laptop Stand,Online,14,89.04,0.1,1121.9,719.93,401.97
1132,2025-06-10,Bluenose Retail,West,Cleaning,Disinfectant,Retail,5,21.25,0.1,95.62,54.07,41.55
1133,2025-02-17,Bluenose Retail,West,Cleaning,Sanitizer,Online,18,13.36,0.15,204.41,138.83,65.58
1134,2025-07-30,Maple Logistics,Atlantic,Furniture,Meeting Table,Retail,20,165.37,0,3307.4,2258.69,1048.71
1135,2025-03-21,PineTech,Atlantic,Cleaning,Paper Towels,Retail,18,17.23,0.05,294.63,200.95,93.68
1136,2026-03-09,Oceanview Hotel,West,Safety,Gloves,Online,6,24.96,0.05,142.27,108.4,33.87
1137,2025-01-04,Maritime College,North,Technology,Keyboard,Online,5,115.77,0,578.85,330.58,248.27
1138,2025-04-21,Bay Insurance,North,Cleaning,Trash Bags,Retail,6,17.26,0.05,98.38,71.69,26.69
1139,2025-11-02,PineTech,Central,Office Supplies,Printer Paper,Online,25,13.59,0,339.75,208.13,131.62
1140,2025-09-06,Bluenose Retail,North,Safety,First Aid Kit,Retail,7,34.4,0,240.8,151.56,89.24
1141,2025-05-26,Maple Logistics,West,Safety,First Aid Kit,Online,8,27.35,0.15,185.98,104.63,81.35
1142,2025-06-04,Harbour Foods,West,Technology,Keyboard,Retail,11,74.48,0.1,737.35,532.23,205.12
1143,2025-03-08,Citadel Services,West,Cleaning,Paper Towels,Online,13,23.46,0,304.98,198.34,106.64
1144,2025-02-09,Oceanview Hotel,North,Furniture,Meeting Table,Corporate,21,178.63,0,3751.23,2412.63,1338.6
1145,2025-03-29,PineTech,West,Safety,First Aid Kit,Online,14,36.15,0,506.1,329.07,177.03
1146,2025-09-26,Bluenose Retail,West,Office Supplies,Notebooks,Corporate,11,10.26,0,112.86,64.06,48.8
1147,2025-09-29,Harbour Foods,West,Safety,Masks,Retail,24,38.38,0,921.12,556.67,364.45
1148,2025-05-12,Bay Insurance,Central,Technology,Keyboard,Corporate,3,78.28,0.1,211.36,138.8,72.56
1149,2026-01-25,Northstar Labs,West,Safety,First Aid Kit,Corporate,11,22.56,0,248.16,163.25,84.91
1150,2026-02-12,Oceanview Hotel,West,Furniture,Office Chair,Corporate,3,165.11,0.1,445.8,249.05,196.75
1151,2026-03-02,Acadia Health,Atlantic,Furniture,Office Chair,Corporate,20,189.89,0.1,3418.02,2336.13,1081.89
1152,2025-08-19,Oceanview Hotel,West,Safety,Masks,Corporate,16,29.43,0,470.88,307.78,163.1
1153,2026-01-01,Bay Insurance,Atlantic,Office Supplies,Pens,Online,23,12.08,0.1,250.06,167.67,82.39
1154,2025-03-23,Oceanview Hotel,West,Furniture,Filing Cabinet,Retail,14,223.58,0.15,2660.6,1495.37,1165.23
1155,2025-02-03,Oceanview Hotel,North,Furniture,Office Chair,Retail,9,217.19,0.15,1661.5,1247.54,413.96
1156,2025-02-11,Bluenose Retail,West,Safety,Masks,Retail,21,33.29,0.1,629.18,364.71,264.47
1157,2025-06-08,PineTech,West,Safety,First Aid Kit,Online,22,33.38,0.15,624.21,356.73,267.48
1158,2025-09-18,Citadel Services,West,Furniture,Office Chair,Retail,6,245.85,0.05,1401.34,1076.18,325.16
1159,2025-04-09,Maritime College,Central,Technology,Keyboard,Online,10,122.65,0,1226.5,817.79,408.71
1160,2026-03-04,Bay Insurance,West,Safety,Gloves,Corporate,5,31.31,0,156.55,91.94,64.61
1161,2026-02-19,Bay Insurance,Atlantic,Technology,Laptop Stand,Retail,12,111.48,0,1337.76,1034.1,303.66
1162,2025-05-26,Bay Insurance,Central,Cleaning,Paper Towels,Retail,16,23.99,0,383.84,243.59,140.25
1163,2025-08-14,Bay Insurance,North,Cleaning,Disinfectant,Corporate,17,17.88,0,303.96,224.29,79.67
1164,2025-03-12,Northstar Labs,North,Furniture,Office Chair,Retail,18,243.72,0.15,3728.92,2780.91,948.01
1165,2025-02-12,Maple Logistics,North,Technology,Router,Corporate,5,121.76,0,608.8,467.36,141.44
1166,2026-02-23,Bluenose Retail,Atlantic,Cleaning,Disinfectant,Retail,2,17.6,0.05,33.44,20.21,13.23
1167,2025-07-11,Northstar Labs,West,Technology,Monitor,Online,23,109.72,0,2523.56,1467.82,1055.74
1168,2026-03-01,Maple Logistics,North,Cleaning,Paper Towels,Retail,20,12.67,0,253.4,140.48,112.92
1169,2026-03-04,Bay Insurance,Atlantic,Technology,Laptop Stand,Retail,8,86.53,0,692.24,418.7,273.54
1170,2025-08-23,Harbour Foods,North,Office Supplies,Printer Paper,Corporate,18,8.54,0.15,130.66,89.14,41.52
1171,2025-05-30,Oceanview Hotel,West,Cleaning,Sanitizer,Online,19,17.85,0,339.15,227.37,111.78
1172,2025-02-04,Acadia Health,North,Safety,Gloves,Retail,2,32.06,0.05,60.91,37.05,23.86
1173,2025-07-02,Oceanview Hotel,Central,Office Supplies,Binders,Corporate,22,13.68,0.15,255.82,183.96,71.86
1174,2025-03-10,Citadel Services,West,Office Supplies,Binders,Corporate,6,15.38,0.1,83.05,64.41,18.64
1175,2025-11-20,Acadia Health,Atlantic,Technology,Keyboard,Corporate,25,129.25,0,3231.25,1995.27,1235.98
1176,2026-02-10,Acadia Health,West,Technology,Monitor,Retail,17,92.98,0.15,1343.56,885.25,458.31
1177,2026-01-21,PineTech,West,Technology,Router,Online,21,88.57,0,1859.97,1364.94,495.03
1178,2026-04-01,Maritime College,North,Cleaning,Trash Bags,Retail,6,18.85,0.1,101.79,64.58,37.21
1179,2025-05-17,Oceanview Hotel,Atlantic,Office Supplies,Notebooks,Retail,20,16.76,0,335.2,226.41,108.79
1180,2025-02-22,Citadel Services,West,Office Supplies,Binders,Retail,15,13.46,0.1,181.71,106.91,74.8
1181,2025-06-29,PineTech,West,Cleaning,Sanitizer,Corporate,14,16.06,0,224.84,127.54,97.3
1182,2025-07-06,Bluenose Retail,Atlantic,Safety,Masks,Online,20,32.89,0.1,592.02,330.35,261.67
1183,2025-05-01,Oceanview Hotel,North,Furniture,Filing Cabinet,Corporate,2,202.24,0.1,364.03,279.66,84.37
1184,2025-08-16,Acadia Health,West,Office Supplies,Pens,Retail,11,13.86,0,152.46,117.53,34.93
1185,2026-01-12,Maple Logistics,North,Technology,Laptop Stand,Corporate,4,83.91,0.05,318.86,227.01,91.85
1186,2025-11-10,Citadel Services,Central,Furniture,Meeting Table,Online,5,233.46,0.1,1050.57,619.53,431.04
1187,2025-02-14,Harbour Foods,Atlantic,Furniture,Filing Cabinet,Corporate,18,162.59,0.05,2780.29,2073.58,706.71
1188,2026-02-11,Maritime College,Atlantic,Furniture,Desk,Online,5,155.83,0.1,701.24,389.92,311.32
1189,2025-10-21,Citadel Services,Central,Furniture,Meeting Table,Corporate,3,134.28,0.1,362.56,282.76,79.8
1190,2025-09-27,Maritime College,Atlantic,Cleaning,Trash Bags,Online,11,20.69,0.1,204.83,134.6,70.23
1191,2025-06-26,Maritime College,Central,Technology,Keyboard,Retail,17,127.06,0,2160.02,1601.05,558.97
1192,2025-03-20,Bluenose Retail,Central,Furniture,Desk,Retail,23,154.41,0.15,3018.72,2281.65,737.07
1193,2025-05-09,Harbour Foods,Central,Technology,Router,Corporate,10,107.36,0,1073.6,714.58,359.02
1194,2025-10-31,Bay Insurance,Central,Safety,Masks,Corporate,20,33.72,0.15,573.24,359.8,213.44
1195,2025-01-22,PineTech,Atlantic,Office Supplies,Printer Paper,Corporate,25,13.24,0,331.0,240.44,90.56
1196,2025-11-13,Bluenose Retail,West,Office Supplies,Notebooks,Corporate,10,12.46,0.1,112.14,69.35,42.79
1197,2025-12-19,Oceanview Hotel,North,Office Supplies,Pens,Retail,16,12.3,0.05,186.96,128.91,58.05
1198,2026-03-18,Maple Logistics,North,Furniture,Filing Cabinet,Online,25,172.69,0.15,3669.66,2107.93,1561.73
1199,2025-08-27,Bay Insurance,North,Office Supplies,Binders,Online,5,9.21,0.05,43.75,33.58,10.17
1200,2025-08-03,Maritime College,West,Technology,Keyboard,Corporate,24,87.3,0,2095.2,1392.47,702.73
1201,2025-08-28,Maple Logistics,North,Cleaning,Disinfectant,Online,3,24.51,0.15,62.5,40.95,21.55
1202,2025-04-21,Acadia Health,Atlantic,Safety,Safety Glasses,Online,10,29.3,0.1,263.7,162.37,101.33
1203,2026-03-10,PineTech,Central,Office Supplies,Notebooks,Retail,24,11.47,0.1,247.75,157.11,90.64
1204,2025-01-27,Maritime College,West,Safety,Masks,Corporate,10,21.04,0.15,178.84,116.89,61.95
1205,2025-05-24,Oceanview Hotel,Central,Safety,Gloves,Online,13,26.91,0.05,332.34,225.43,106.91
1206,2026-01-22,Citadel Services,North,Technology,Keyboard,Corporate,2,69.51,0,139.02,99.28,39.74
1207,2025-09-23,Northstar Labs,Central,Cleaning,Paper Towels,Retail,20,16.61,0.1,298.98,232.56,66.42
1208,2025-10-31,Bay Insurance,West,Furniture,Meeting Table,Retail,1,172.41,0,172.41,133.68,38.73
1209,2025-06-07,Bay Insurance,West,Office Supplies,Notebooks,Corporate,25,13.26,0,331.5,237.33,94.17
1210,2025-09-03,Citadel Services,Central,Technology,Laptop Stand,Corporate,8,68.6,0,548.8,325.92,222.88
1211,2025-06-10,Acadia Health,North,Cleaning,Paper Towels,Corporate,7,17.77,0.15,105.73,80.54,25.19
1212,2025-12-28,Citadel Services,West,Technology,Keyboard,Corporate,16,101.44,0.05,1541.89,1187.31,354.58
1213,2025-09-30,Northstar Labs,West,Furniture,Filing Cabinet,Corporate,16,150.23,0,2403.68,1476.27,927.41
1214,2025-04-26,Northstar Labs,Central,Furniture,Filing Cabinet,Corporate,23,187.61,0.1,3883.53,2447.5,1436.03
1215,2025-05-28,Bluenose Retail,North,Office Supplies,Notebooks,Retail,25,15.16,0.05,360.05,201.51,158.54
1216,2025-06-27,Northstar Labs,North,Cleaning,Disinfectant,Online,7,23.03,0.05,153.15,117.1,36.05
1217,2025-03-12,Acadia Health,Central,Office Supplies,Pens,Online,22,16.0,0,352.0,245.25,106.75
1218,2025-02-21,Harbour Foods,North,Cleaning,Disinfectant,Online,22,22.31,0,490.82,378.83,111.99
1219,2025-07-28,Bluenose Retail,Central,Cleaning,Trash Bags,Retail,11,16.2,0,178.2,135.22,42.98
1220,2025-11-30,Acadia Health,Atlantic,Safety,Masks,Online,14,36.89,0,516.46,394.99,121.47
1221,2026-03-05,Bay Insurance,Central,Cleaning,Trash Bags,Corporate,10,23.65,0,236.5,146.31,90.19
1222,2025-02-24,Citadel Services,North,Furniture,Filing Cabinet,Corporate,18,192.06,0,3457.08,2578.1,878.98
1223,2025-05-20,Acadia Health,West,Technology,Monitor,Online,24,97.02,0.05,2212.06,1582.24,629.82
1224,2026-01-13,Maritime College,Central,Furniture,Filing Cabinet,Online,20,233.87,0.1,4209.66,3116.02,1093.64
1225,2025-06-17,PineTech,Atlantic,Office Supplies,Notebooks,Online,5,12.41,0,62.05,34.22,27.83
1226,2025-05-01,Oceanview Hotel,West,Cleaning,Disinfectant,Retail,19,21.71,0,412.49,251.68,160.81
1227,2025-12-21,Northstar Labs,Atlantic,Technology,Monitor,Retail,10,77.12,0.15,655.52,499.71,155.81
1228,2025-12-20,Citadel Services,West,Office Supplies,Binders,Corporate,8,10.24,0,81.92,54.07,27.85
1229,2026-01-18,Maple Logistics,North,Safety,Safety Glasses,Corporate,18,37.49,0.15,573.6,421.29,152.31
1230,2026-01-26,Maritime College,North,Technology,Monitor,Corporate,23,90.56,0.15,1770.45,1019.44,751.01
1231,2025-09-16,Citadel Services,Central,Technology,Keyboard,Retail,17,95.88,0,1629.96,1165.24,464.72
1232,2025-02-16,Maritime College,Atlantic,Safety,First Aid Kit,Retail,5,29.66,0.1,133.47,90.72,42.75
1233,2025-08-25,PineTech,North,Furniture,Office Chair,Retail,1,219.97,0.15,186.97,105.97,81.0
1234,2025-06-26,PineTech,Atlantic,Office Supplies,Printer Paper,Retail,2,10.81,0,21.62,15.71,5.91
1235,2025-07-11,Oceanview Hotel,North,Cleaning,Trash Bags,Retail,3,21.2,0.15,54.06,31.39,22.67
1236,2025-03-02,Citadel Services,Central,Technology,Laptop Stand,Corporate,8,122.02,0,976.16,756.58,219.58
1237,2025-12-11,Bluenose Retail,North,Safety,First Aid Kit,Online,8,28.63,0,229.04,140.49,88.55
1238,2025-01-17,Acadia Health,Central,Cleaning,Sanitizer,Online,3,13.87,0,41.61,27.16,14.45
1239,2025-05-06,Northstar Labs,North,Office Supplies,Notebooks,Online,18,10.23,0,184.14,107.21,76.93
1240,2025-04-30,Northstar Labs,West,Safety,Safety Glasses,Online,10,36.77,0.15,312.55,187.79,124.76
